zipcode,unemployment rate,median household income,white,black,hispanic,asian,poverty rate,total population,white rate,black rate,hispanic rate,asian rate,average family size
60549,4.8,0,311,0,86,0,36.5,397,78.33753149,0,21.66246851,0,3.16
60550,2.1,54837,1567,86,41,4,20.3,1700,92.17647059,5.058823529,2.411764706,0.235294118,3.3
60551,3.8,66188,4158,1123,313,27,6.5,5680,73.20422535,19.77112676,5.51056338,0.475352113,2.7
60552,2.2,77500,4466,11,150,43,6.2,4696,95.10221465,0.234241908,3.194207836,0.915672913,2.88
60553,3.3,68958,697,26,2,0,16.3,739,94.31664411,3.51826793,0.270635995,0,2.99
60554,3.1,106182,10475,619,675,282,4.2,12063,86.83577883,5.131393517,5.595622979,2.337726934,3.22
60555,5.1,84960,8994,667,2757,865,7.2,13650,65.89010989,4.886446886,20.1978022,6.336996337,3.44
60556,3.6,72340,1613,3,156,0,5.2,1827,88.28680898,0.164203612,8.538587849,0,3.28
60557,0,0,68,0,0,0,0,68,100,0,0,0,2
60558,2,150880,12317,99,586,123,2.2,13187,93.40259346,0.750739365,4.44377038,0.932736786,3.4
60559,4.2,63044,16322,1643,3412,3006,12,24901,65.54756837,6.598128589,13.70226095,12.07180435,3.09
60560,2.3,98665,19693,1475,2247,501,5,24190,81.40967342,6.097560976,9.288962381,2.071103762,3.29
60561,3,86610,17515,637,1506,2787,5.5,23218,75.43716082,2.74356103,6.4863468,12.00361788,3.07
60563,4.2,84040,24238,2725,3483,5815,5.9,37226,65.1104067,7.320152582,9.356363832,15.62080266,3.1
60564,2.9,143084,26416,2625,1728,10513,3.1,42099,62.74733367,6.235302501,4.104610561,24.9720896,3.47
60565,3.3,124716,29521,1521,1606,6593,3.9,40717,72.50288577,3.735540438,3.94429845,16.19225385,3.33
60585,3.5,125967,17583,1304,2027,2194,1.6,23521,74.75447472,5.543981974,8.617830875,9.327834701,3.7
60586,4.5,95638,31227,4268,9695,1363,3.7,47369,65.92286094,9.010112099,20.46697207,2.877409276,3.76
60601,3.2,110215,9498,1148,947,2140,8.8,13887,68.39490171,8.266724275,6.819327429,15.41009577,2.35
60602,0.4,115774,963,11,14,232,2.8,1277,75.41111981,0.861393892,1.096319499,18.16758027,2.37
60603,5.3,140114,670,27,101,413,26,1197,55.9732665,2.255639098,8.437761069,34.50292398,2.37
60604,6.2,114565,395,42,30,208,19,668,59.13173653,6.28742515,4.491017964,31.13772455,2.34
60605,3.5,107811,14862,4631,1437,4420,10,26188,56.75118375,17.68367191,5.487246067,16.87795937,2.48
60606,1.7,139179,2051,76,270,432,5.2,2959,69.31395742,2.568435282,9.124704292,14.59952687,2.33
60607,4.3,92240,15433,3681,2604,6399,21.8,28928,53.3496958,12.7246958,9.001659292,22.12043695,2.75
60608,5,41226,14393,14147,41008,8712,24.5,78877,18.24739785,17.93551986,51.98980691,11.04504482,3.58
60609,10.9,33959,9288,14628,32998,3755,30.8,60994,15.22772732,23.98268682,54.10040332,6.156343247,3.83
60610,3.2,81576,27020,6720,2707,2532,12.4,39345,68.67454569,17.07967976,6.880162664,6.435379337,2.52
60611,2.4,96040,23450,1069,1561,5411,9.2,32198,72.8306106,3.320081993,4.848127213,16.80539164,2.29
60612,8.4,38756,6854,21980,4674,1511,33.7,35332,19.39884524,62.20989471,13.22880109,4.276576475,3.63
60613,3.2,79565,37233,2910,6072,2979,10.8,50553,73.65141535,5.756334936,12.01115661,5.892825352,2.84
60614,2.4,100116,55748,3018,4719,4866,10,70225,79.38483446,4.29761481,6.719829121,6.929156283,2.88
60615,6.4,41679,10345,22898,2378,3653,25.6,40595,25.48343392,56.40596133,5.857864269,8.998645153,3
60616,4.9,46340,12558,13568,4796,21677,25.7,53331,23.54728019,25.44111305,8.992893439,40.64615327,3.13
60617,10.9,38417,5670,45555,30204,89,24.3,81227,6.980437539,56.08356827,37.18467997,0.109569478,3.64
60618,3.8,66246,45161,2347,38909,6143,12.6,95218,47.42905753,2.464870088,40.86307211,6.451511269,3.38
60619,11.3,32558,785,60687,953,154,27.1,62992,1.246189992,96.34080518,1.512890526,0.244475489,3.49
60620,11.8,33304,682,66537,1048,191,27.6,69195,0.985620348,96.15868199,1.514560301,0.276031505,3.57
60621,16.4,19845,339,29020,891,68,46.1,30496,1.111621196,95.16002099,2.921694648,0.222980063,3.8
60622,3.5,87143,33767,3778,12884,2289,13.3,53680,62.90424739,7.038002981,24.00149031,4.264157973,3.01
60623,7,31445,2329,28401,57746,96,35.6,88586,2.629083602,32.06037071,65.18637256,0.108369268,4.05
60624,8.7,22467,1093,34773,1469,108,43.4,37665,2.901898314,92.32178415,3.900172574,0.286738351,3.96
60625,4,63106,35320,3981,27426,11272,15.8,80676,43.78005851,4.934553027,33.99524022,13.97193713,3.41
60626,5.2,39163,22301,12193,10738,2801,24.9,49416,45.12910798,24.67419459,21.72980411,5.66820463,3.15
60628,14.1,38206,1241,63906,2346,154,27.7,67942,1.826557946,94.0596391,3.452945159,0.226663919,3.73
60629,11.2,41856,9800,22536,80738,463,20.3,114129,8.586774615,19.74607681,70.742756,0.40568129,4.29
60630,4.5,70122,32609,853,15537,6893,9.4,57531,56.68074603,1.482678904,27.00630964,11.98136657,3.47
60631,2,82226,24137,295,3403,778,5.2,29566,81.63769194,0.997767706,11.50984239,2.631400934,3.23
60632,7.1,42335,8076,1617,77278,4913,20.8,91644,8.812360875,1.764436297,84.32412378,5.360961983,4.15
60633,7.2,50164,4079,2861,6232,45,18.6,13202,30.89683381,21.67095895,47.20496894,0.340857446,3.42
60634,4.4,62223,42206,1086,27448,3921,10.3,74901,56.34904741,1.449913886,36.64570566,5.234910081,3.5
60636,16.4,27573,333,31378,2105,106,33.4,34461,0.966309741,91.05365486,6.108354372,0.307594092,3.97
60637,8.9,28024,6862,36821,1312,2069,38.4,48006,14.29404658,76.70082906,2.732991709,4.309877932,3.36
60638,6.6,67045,27486,1984,28498,380,7.9,58990,46.59433802,3.363281912,48.30988303,0.644176979,3.54
60639,6.3,41307,6494,12024,70899,1325,24.1,90767,7.154582613,13.24710523,78.11098747,1.459781639,4.12
60640,4.7,50488,38063,11877,9097,7574,20.7,68258,55.763427,17.40015822,13.32737555,11.09613525,2.94
60641,4.3,56488,25935,1685,37567,3268,13.3,69954,37.07436315,2.408725734,53.70243303,4.671641364,3.53
60642,4.6,92797,11668,1756,4362,1261,11.9,19488,59.8727422,9.010673235,22.38300493,6.470648604,2.92
60643,7.7,59488,10522,37272,1697,147,16.6,51028,20.62005174,73.04225131,3.325625147,0.288077134,3.55
60644,8.5,27617,1294,45059,2514,34,33.8,49051,2.63807058,91.86153187,5.125277772,0.06931561,4.01
60645,6.3,50589,20880,8528,8550,8071,20.7,48269,43.25757733,17.66765419,17.7132321,16.72087675,3.62
60646,3.3,86534,20863,246,3623,2713,6.1,27865,74.87170285,0.88282792,13.0019738,9.736228243,3.26
60647,3.7,68223,36667,5901,41476,2678,16.6,87707,41.80624124,6.728083277,47.28926996,3.053348079,3.42
60649,10.3,24941,1387,41337,652,270,35.9,44223,3.136376998,93.47398413,1.474345929,0.610542026,3.34
60651,8.5,36283,2545,32826,25461,310,28.1,61828,4.116258006,53.09245002,41.18037135,0.501390956,3.9
60652,8.8,65770,4787,20510,17123,325,11.7,43582,10.98389243,47.06071314,39.28915607,0.74572071,3.83
60653,12.5,28411,1356,28674,729,452,35.9,31820,4.261470773,90.11313639,2.291011942,1.420490258,3.25
60654,3.3,104629,13514,833,1054,2194,7.8,18148,74.46550584,4.59003747,5.807802513,12.08948644,2.49
60655,2.6,94524,24143,2031,2081,493,3.2,28972,83.3321828,7.010216761,7.182797183,1.701642966,3.37
60656,3.7,60575,21503,246,2558,1655,8.9,26896,79.94869126,0.914634146,9.510707912,6.15333135,3
60657,2.5,88708,56810,2021,4756,4665,8.7,70103,81.03790137,2.882900874,6.784303097,6.654494102,2.8
60659,5,50554,16877,3428,7809,10978,21.5,40442,41.73136838,8.476336482,19.30913407,27.14504723,3.87
60660,4.3,45442,22097,5517,8084,5038,17.6,42068,52.52686127,13.11448132,19.21650661,11.97584863,2.86
60661,3.3,104714,5368,398,515,3198,13.8,9697,55.35732701,4.104362174,5.310920903,32.97927194,2.37
60706,3.6,58809,19278,151,2617,1469,9.6,23541,81.8911686,0.641434094,11.11677499,6.240176713,3.22
60707,5.4,55566,21086,3834,16336,1513,11.3,43250,48.75375723,8.864739884,37.77109827,3.498265896,3.49
60712,2.7,93226,7204,315,783,3822,5.4,12637,57.00720108,2.492680225,6.196090844,30.24452006,3.53
60714,2.8,58298,19540,1010,3456,5284,9.9,29911,65.32713717,3.376684163,11.55427769,17.6657417,3.28
60803,7.1,51439,12621,4239,5192,173,9.5,22362,56.43949557,18.95626509,23.21795904,0.773633843,3.31
60804,5.5,44110,5767,3087,74465,619,19.8,83735,6.887203678,3.686630441,88.92936048,0.739236878,4.18
60805,3.8,67482,12077,4902,2423,141,7.1,19796,61.0072742,24.7625783,12.23984643,0.712265104,3.37
60827,13.9,31008,834,26341,1400,42,34.4,28856,2.890213474,91.28430829,4.851677294,0.145550319,3.61
60901,6.1,45542,19080,10491,5086,372,24.8,35687,53.46484714,29.39725951,14.25168829,1.042396391,3.32
60910,9.5,50764,442,33,93,9,16.3,568,77.81690141,5.809859155,16.37323944,1.584507042,3.51
60911,1.7,61938,1364,21,30,0,7.8,1422,95.92123769,1.476793249,2.109704641,0,3
60912,2.5,36563,405,1,14,1,12.6,421,96.19952494,0.237529691,3.325415677,0.237529691,2.73
60913,6.5,66800,1322,29,39,1,12.4,1478,89.44519621,1.962110961,2.638700947,0.067658999,2.69
60914,3.4,65924,23379,2872,2099,412,10.4,29273,79.86540498,9.811088717,7.170430089,1.407440303,3.19
60915,3.8,55789,8383,353,1239,74,10.3,10122,82.81960087,3.487453073,12.2406639,0.731080814,3.24
60917,1.2,75388,524,0,20,4,7.5,550,95.27272727,0,3.636363636,0.727272727,3.58
60918,1.5,57667,737,6,34,0,11.8,777,94.85199485,0.772200772,4.375804376,0,2.62
60919,3.3,65167,479,0,28,0,19.1,510,93.92156863,0,5.490196078,0,2.77
60920,3.4,44444,150,0,0,0,20,150,100,0,0,0,2.73
60921,5.9,39500,1090,0,69,133,25.3,1369,79.6201607,0,5.04017531,9.715120526,2.77
60922,6.1,63641,1918,36,134,0,18.2,2107,91.02990033,1.708590413,6.359753204,0,3.03
60924,3.2,52951,1497,5,8,0,10.2,1521,98.42209073,0.328731098,0.525969757,0,2.75
60926,0,0,24,0,2,0,7.7,26,92.30769231,0,7.692307692,0,1.83
60927,2.5,56705,2094,0,26,15,5.5,2173,96.36447308,0,1.196502531,0.690289922,3.03
60928,3.7,52500,763,0,5,1,9.3,783,97.44572158,0,0.638569604,0.127713921,2.78
60929,4.3,51500,790,0,19,0,20.6,925,85.40540541,0,2.054054054,0,3.51
60930,4.9,63250,900,5,16,19,7.4,942,95.54140127,0.530785563,1.6985138,2.016985138,3.3
60931,7.8,61458,519,4,10,0,17.5,562,92.34875445,0.711743772,1.779359431,0,2.95
60932,0,102875,77,0,0,0,0,77,100,0,0,0,2.56
60933,4.2,55417,259,0,0,0,5,259,100,0,0,0,2.59
60934,0.5,32500,239,17,0,0,6.6,256,93.359375,6.640625,0,0,2.71
60935,4.4,70052,1167,7,18,4,6.7,1200,97.25,0.583333333,1.5,0.333333333,3.24
60936,4.9,43929,3952,28,13,0,16.5,4067,97.17236292,0.688468158,0.319645931,0,2.89
60938,3.7,52432,1600,12,309,0,18.5,1994,80.24072217,0.601805416,15.49648947,0,2.93
60940,5.6,70965,3210,1,352,0,5.9,3619,88.69853551,0.027631943,9.726443769,0,3.38
60941,2,70500,1968,8,17,0,5.3,2023,97.28126545,0.395452299,0.840336134,0,3.18
60942,6.8,42298,4941,131,759,19,21.8,5858,84.34619324,2.236258109,12.95664049,0.324342779,2.97
60945,2.9,49844,142,7,2,1,5.8,154,92.20779221,4.545454545,1.298701299,0.649350649,2.61
60946,4.2,64167,371,0,10,6,5.4,398,93.2160804,0,2.512562814,1.507537688,2.52
60948,4.8,73239,1357,32,15,18,4.8,1473,92.12491514,2.172437203,1.018329939,1.221995927,2.7
60949,6.3,46750,516,36,6,8,20.4,570,90.52631579,6.315789474,1.052631579,1.403508772,3.35
60950,4.9,60625,10687,275,624,158,7.8,11899,89.81427011,2.311118581,5.244138163,1.327842676,3.01
60951,4.5,69659,824,7,16,4,17.4,851,96.82726204,0.822561692,1.880141011,0.470035253,2.76
60952,2.6,53636,661,0,35,6,25.7,714,92.57703081,0,4.901960784,0.840336134,3.04
60953,5,46161,2174,0,251,0,16.1,2483,87.55537656,0,10.10873943,0,2.86
60954,2.6,62670,4551,473,729,11,12.9,5814,78.27657379,8.135534916,12.53869969,0.189198486,2.96
60955,3.9,50650,1161,11,470,2,16.4,1648,70.44902913,0.667475728,28.51941748,0.121359223,2.93
60957,2.7,53186,5002,90,193,48,13.7,5355,93.40802988,1.680672269,3.60410831,0.896358543,2.9
60958,7.1,26607,181,1662,192,29,31.6,2114,8.561967833,78.61873226,9.08230842,1.371807001,3.41
